inputText,targetArtifactId,targetCategory,targetWorkspace,targetPack,targetProduct,labelType,confidence
Department performance intelligence with health scores and measurable platform outcomes.,route-departmentIntelligence,products,products,unknown,unknown,intent,0.88
departments route,route-departments,products,products,unknown,unknown,name,0.92
/departments,route-departments,products,products,unknown,unknown,route,0.9
route|products|active,route-departments,products,products,unknown,unknown,tags,0.78
"Department-to-asset mapping across packs, assets, roles, permissions, and users.",route-departments,products,products,unknown,unknown,intent,0.88
dependencyGraph route,route-dependencyGraph,advanced,advanced,unknown,unknown,name,0.92
/dependency-graph,route-dependencyGraph,advanced,advanced,unknown,unknown,route,0.9
route|advanced|active,route-dependencyGraph,advanced,advanced,unknown,unknown,tags,0.78
"Asset dependency graph across products, packs, assets, routes, backend services, and integrations.",route-dependencyGraph,advanced,advanced,unknown,unknown,intent,0.88
devices route,route-devices,operations,operations,unknown,unknown,name,0.92
/devices,route-devices,operations,operations,unknown,unknown,route,0.9
route|operations|active,route-devices,operations,operations,unknown,unknown,tags,0.78
Biomedical device fleet inventory and maintenance.,route-devices,operations,operations,unknown,unknown,intent,0.88
digitalTwin route,route-digitalTwin,operations,operations,unknown,unknown,name,0.92
/emergency/tools,route-digitalTwin,operations,operations,unknown,unknown,route,0.9
route|operations|redirect,route-digitalTwin,operations,operations,unknown,unknown,tags,0.78
digitalTwinIntelligence route,route-digitalTwinIntelligence,operations,operations,unknown,unknown,name,0.92
/digital-twin-intelligence,route-digitalTwinIntelligence,operations,operations,unknown,unknown,route,0.9
route|operations|active,route-digitalTwinIntelligence,operations,operations,unknown,unknown,tags,0.78
"Predictive operational twin combining Hospital Map, Fleet, Medical IoT, occupancy, telemetry, alerts, and maintenance readiness.",route-digitalTwinIntelligence,operations,operations,unknown,unknown,intent,0.88
enterprisePlatform route,route-enterprisePlatform,account,account,unknown,unknown,name,0.92
/enterprise-platform,route-enterprisePlatform,account,account,unknown,unknown,route,0.9
route|account|active,route-enterprisePlatform,account,account,unknown,unknown,tags,0.78
"TrackMind Enterprise Operating Platform — Prompts 99–116: benchmarking, franchise readiness, certification, risk, continuity, DR, assets, workforce, training, knowledge, playbooks, decision support, scenarios, strategy, portfolio, governance, ESG, architecture.",route-enterprisePlatform,account,account,unknown,unknown,intent,0.88
enterpriseReadiness route,route-enterpriseReadiness,account,account,unknown,unknown,name,0.92
/enterprise-readiness,route-enterpriseReadiness,account,account,unknown,unknown,route,0.9
route|account|active,route-enterpriseReadiness,account,account,unknown,unknown,tags,0.78
"Enterprise readiness center with weighted SSO, RBAC, tenant isolation, audit, governance, integration, and security scoring.",route-enterpriseReadiness,account,account,unknown,unknown,intent,0.88
executive route,route-executive,advanced,advanced,unknown,unknown,name,0.92
/emergency/command-center,route-executive,advanced,advanced,unknown,unknown,route,0.9
route|advanced|redirect|/executive,route-executive,advanced,advanced,unknown,unknown,tags,0.78
Executive intelligence lens consolidated into Hospital Command Center (?view=executive).,route-executive,advanced,advanced,unknown,unknown,intent,0.88
expansionOpportunities route,route-expansionOpportunities,products,products,unknown,unknown,name,0.92
/expansion-opportunities,route-expansionOpportunities,products,products,unknown,unknown,route,0.9
route|products|active,route-expansionOpportunities,products,products,unknown,unknown,tags,0.78
"Customer expansion engine for upsell, cross-sell, and next-best pack opportunities.",route-expansionOpportunities,products,products,unknown,unknown,intent,0.88
fleetCommand route,route-fleetCommand,operations,operations,unknown,unknown,name,0.92
/fleet/command,route-fleetCommand,operations,operations,unknown,unknown,route,0.9
route|operations|active,route-fleetCommand,operations,operations,unknown,unknown,tags,0.78
Fleet command dashboard retained as an operations detail route while /fleet/map is the canonical map entry.,route-fleetCommand,operations,operations,unknown,unknown,intent,0.88
fleetMap route,route-fleetMap,operations,operations,unknown,unknown,name,0.92
/fleet/map,route-fleetMap,operations,operations,unknown,unknown,route,0.9
route|operations|active|/fleet|/fleet/live-map|/fleet/tracking,route-fleetMap,operations,operations,unknown,unknown,tags,0.78
CareDroid route /fleet/map,route-fleetMap,operations,operations,unknown,unknown,intent,0.88
governanceRegistry route,route-governanceRegistry,advanced,advanced,unknown,unknown,name,0.92
/governance-registry,route-governanceRegistry,advanced,advanced,unknown,unknown,route,0.9
route|advanced|future,route-governanceRegistry,advanced,advanced,unknown,unknown,tags,0.78
"Platform governance registry for owner, steward, approver, risk, evidence, version, audit, and review schedules.",route-governanceRegistry,advanced,advanced,unknown,unknown,intent,0.88
hospitalMap route,route-hospitalMap,operations,operations,unknown,unknown,name,0.92
/hospital-map,route-hospitalMap,operations,operations,unknown,unknown,route,0.9
route|operations|active,route-hospitalMap,operations,operations,unknown,unknown,tags,0.78
Indoor hospital floor plan with device and bed markers.,route-hospitalMap,operations,operations,unknown,unknown,intent,0.88
integrationReadiness route,route-integrationReadiness,products,products,unknown,unknown,name,0.92
/integration-readiness,route-integrationReadiness,products,products,unknown,unknown,route,0.9
route|products|active,route-integrationReadiness,products,products,unknown,unknown,tags,0.78
"Integration readiness across interoperability, identity, government, and scheduling systems.",route-integrationReadiness,products,products,unknown,unknown,intent,0.88
integrationsMarketplace route,route-integrationsMarketplace,products,products,unknown,unknown,name,0.92
/integrations-marketplace,route-integrationsMarketplace,products,products,unknown,unknown,route,0.9
route|products|active,route-integrationsMarketplace,products,products,unknown,unknown,tags,0.78
Integration marketplace route documented as product/system purpose until integration assets are launchable.,route-integrationsMarketplace,products,products,unknown,unknown,intent,0.88
knowledgeBase route,route-knowledgeBase,account,account,unknown,unknown,name,0.92
/knowledge-base,route-knowledgeBase,account,account,unknown,unknown,route,0.9
route|account|active,route-knowledgeBase,account,account,unknown,unknown,tags,0.78
knowledgeGraph route,route-knowledgeGraph,advanced,advanced,unknown,unknown,name,0.92
/knowledge-graph,route-knowledgeGraph,advanced,advanced,unknown,unknown,route,0.9
route|advanced|active,route-knowledgeGraph,advanced,advanced,unknown,unknown,tags,0.78
"Artifact knowledge graph across assets, packs, products, workspaces, roles, routes, simulations, workflows, AI agents, and integrations.",route-knowledgeGraph,advanced,advanced,unknown,unknown,intent,0.88
knowledgeHub route,route-knowledgeHub,account,account,unknown,unknown,name,0.92
/knowledge-hub,route-knowledgeHub,account,account,unknown,unknown,route,0.9
route|account|active,route-knowledgeHub,account,account,unknown,unknown,tags,0.78
"Centralized healthcare knowledge hub for protocols, pathways, calculators, simulations, AI guidance, and documentation.",route-knowledgeHub,account,account,unknown,unknown,intent,0.88
laboratory route,route-laboratory,tools,tools,unknown,unknown,name,0.92
/laboratory,route-laboratory,tools,tools,unknown,unknown,route,0.9
route|tools|future|/lab,route-laboratory,tools,tools,unknown,unknown,tags,0.78
CareDroid route /laboratory,route-laboratory,tools,tools,unknown,unknown,intent,0.88
liveMap route,route-liveMap,operations,operations,unknown,unknown,name,0.92
/emergency/tools,route-liveMap,operations,operations,unknown,unknown,route,0.9
route|operations|redirect|/maps|/tracking|/live-tracking,route-liveMap,operations,operations,unknown,unknown,tags,0.78
marketplace route,route-marketplace,account,account,unknown,unknown,name,0.92
/marketplace,route-marketplace,account,account,unknown,unknown,route,0.9
route|account|active,route-marketplace,account,account,unknown,unknown,tags,0.78
"Unified extensibility marketplace for asset packs, workflows, simulations, protocols, AI agents, and integrations.",route-marketplace,account,account,unknown,unknown,intent,0.88
maturityAssessment route,route-maturityAssessment,products,products,unknown,unknown,name,0.92
/maturity-assessment,route-maturityAssessment,products,products,unknown,unknown,route,0.9
route|products|active,route-maturityAssessment,products,products,unknown,unknown,tags,0.78
medical3dViewer route,route-medical3dViewer,tools,tools,unknown,unknown,name,0.92
/3d-viewer,route-medical3dViewer,tools,tools,unknown,unknown,route,0.9
route|tools|active|/anatomy-viewer,route-medical3dViewer,tools,tools,unknown,unknown,tags,0.78
CareDroid route /3d-viewer,route-medical3dViewer,tools,tools,unknown,unknown,intent,0.88
medicalIot route,route-medicalIot,operations,operations,unknown,unknown,name,0.92
/medical-iot,route-medicalIot,operations,operations,unknown,unknown,route,0.9
route|operations|active,route-medicalIot,operations,operations,unknown,unknown,tags,0.78
"Medical IoT device registry, vitals, and connectivity.",route-medicalIot,operations,operations,unknown,unknown,intent,0.88
operations route,route-operations,primary,primary,unknown,unknown,name,0.92
/emergency/queues,route-operations,primary,primary,unknown,unknown,route,0.9
route|primary|redirect|/operations-center,route-operations,primary,primary,unknown,unknown,tags,0.78
Route Optimization Engine,route-optimizer,Fleet,fleet|operations|cardiology|clinical|maps,fleet-logistics|cardiology-pack|hospital-operations|digital-twin-pack,product-fleet-ems|product-cardiology|product-hospital-operations|product-digital-twin,name,0.92
/fleet/route-optimizer,route-optimizer,Fleet,fleet|operations|cardiology|clinical|maps,fleet-logistics|cardiology-pack|hospital-operations|digital-twin-pack,product-fleet-ems|product-cardiology|product-hospital-operations|product-digital-twin,route,0.9
fleet-module|Fleet|fleet|operations|cardiology|clinical|maps|fleet-logistics|cardiology-pack|hospital-operations|digital-twin-pack,route-optimizer,Fleet,fleet|operations|cardiology|clinical|maps,fleet-logistics|cardiology-pack|hospital-operations|digital-twin-pack,product-fleet-ems|product-cardiology|product-hospital-operations|product-digital-twin,tags,0.78
organization route,route-organization,organization,organization,unknown,unknown,name,0.92
/organization,route-organization,organization,organization,unknown,unknown,route,0.9
route|organization|active,route-organization,organization,organization,unknown,unknown,tags,0.78
Tenant organization dashboard and settings entry point.,route-organization,organization,organization,unknown,unknown,intent,0.88
organizationIntelligence route,route-organizationIntelligence,advanced,advanced,unknown,unknown,name,0.92
/organization-intelligence,route-organizationIntelligence,advanced,advanced,unknown,unknown,route,0.9
route|advanced|active,route-organizationIntelligence,advanced,advanced,unknown,unknown,tags,0.78
"Organization intelligence profile with behavior-aware pack, asset, AI, workflow, simulation, and automation recommendations.",route-organizationIntelligence,advanced,advanced,unknown,unknown,intent,0.88
organizationPacks route,route-organizationPacks,organization,organization,unknown,unknown,name,0.92
/settings/organization/packs,route-organizationPacks,organization,organization,unknown,unknown,route,0.9
route|organization|active,route-organizationPacks,organization,organization,unknown,unknown,tags,0.78
Organization-specific pack marketplace and entitlement management.,route-organizationPacks,organization,organization,unknown,unknown,intent,0.88
outcomes route,route-outcomes,products,products,unknown,unknown,name,0.92
/outcomes,route-outcomes,products,products,unknown,unknown,route,0.9
route|products|active,route-outcomes,products,products,unknown,unknown,tags,0.78
plans route,route-plans,products,products,unknown,unknown,name,0.92
/plans,route-plans,products,products,unknown,unknown,route,0.9
route|products|active,route-plans,products,products,unknown,unknown,tags,0.78
Subscription plan catalog mapped to included products and packs.,route-plans,products,products,unknown,unknown,intent,0.88
platformAdmin route,route-platformAdmin,account,account,unknown,unknown,name,0.92
/platform-admin,route-platformAdmin,account,account,unknown,unknown,route,0.9
route|account|future,route-platformAdmin,account,account,unknown,unknown,tags,0.78
"SaaS operating system layer unifying organization, subscription, products, packs, assets, workspaces, users, AI agents, and automations.",route-platformAdmin,account,account,unknown,unknown,intent,0.88
platformAnalytics route,route-platformAnalytics,advanced,advanced,unknown,unknown,name,0.92
/platform-analytics,route-platformAnalytics,advanced,advanced,unknown,unknown,route,0.9
route|advanced|active,route-platformAnalytics,advanced,advanced,unknown,unknown,tags,0.78
"Tenant analytics for usage, adoption, automation, and value signals.",route-platformAnalytics,advanced,advanced,unknown,unknown,intent,0.88
platformIntelligence route,route-platformIntelligence,account,account,unknown,unknown,name,0.92
/platform-intelligence,route-platformIntelligence,account,account,unknown,unknown,route,0.9
route|account|active,route-platformIntelligence,account,account,unknown,unknown,tags,0.78
"TrackMind Platform Intelligence — Prompts 117–136: artifact registry, lineage, metadata, KPI intelligence, observability, technical debt, convergence review.",route-platformIntelligence,account,account,unknown,unknown,intent,0.88
platformLearningEngine route,route-platformLearningEngine,advanced,advanced,unknown,unknown,name,0.92
/platform-learning-engine,route-platformLearningEngine,advanced,advanced,unknown,unknown,route,0.9
route|advanced|active|/platform-learning,route-platformLearningEngine,advanced,advanced,unknown,unknown,tags,0.78
Privacy-safe platform learning engine that turns usage signals into optimization suggestions.,route-platformLearningEngine,advanced,advanced,unknown,unknown,intent,0.88
predictiveAnalytics route,route-predictiveAnalytics,advanced,advanced,unknown,unknown,name,0.92
/emergency/command-center,route-predictiveAnalytics,advanced,advanced,unknown,unknown,route,0.9
route|advanced|redirect|/predictive-analytics,route-predictiveAnalytics,advanced,advanced,unknown,unknown,tags,0.78
Predictive intelligence lens consolidated into Hospital Command Center (?view=predictive).,route-predictiveAnalytics,advanced,advanced,unknown,unknown,intent,0.88
productIntelligence route,route-productIntelligence,products,products,unknown,unknown,name,0.92
/product-intelligence,route-productIntelligence,products,products,unknown,unknown,route,0.9
route|products|active,route-productIntelligence,products,products,unknown,unknown,tags,0.78
"Product intelligence layer for adoption, ROI, health, and engagement value-chain metrics.",route-productIntelligence,products,products,unknown,unknown,intent,0.88
products route,route-products,products,products,unknown,unknown,name,0.92
/products,route-products,products,products,unknown,unknown,route,0.9
route|products|active,route-products,products,products,unknown,unknown,tags,0.78
Sellable CareDroid product catalog mapped to packs and assets.,route-products,products,products,unknown,unknown,intent,0.88
recommendations route,route-recommendations,solutions,solutions,unknown,unknown,name,0.92
/emergency/tools,route-recommendations,solutions,solutions,unknown,unknown,route,0.9
route|solutions|redirect,route-recommendations,solutions,solutions,unknown,unknown,tags,0.78
Retired standalone recommendations route redirects into CareDroid tools with recommendation filters.,route-recommendations,solutions,solutions,unknown,unknown,intent,0.88
saasHealth route,route-saasHealth,advanced,advanced,unknown,unknown,name,0.92
/saas-health,route-saasHealth,advanced,advanced,unknown,unknown,route,0.9
route|advanced|active,route-saasHealth,advanced,advanced,unknown,unknown,tags,0.78
"SaaS health center for frontend, backend, API, integrations, tenant, AI, and simulation health.",route-saasHealth,advanced,advanced,unknown,unknown,intent,0.88
serviceLines route,route-serviceLines,products,products,unknown,unknown,name,0.92
/service-lines,route-serviceLines,products,products,unknown,unknown,route,0.9
route|products|active,route-serviceLines,products,products,unknown,unknown,tags,0.78
"Service-line architecture across departments, asset packs, and assets.",route-serviceLines,products,products,unknown,unknown,intent,0.88
simulation route,route-simulation,training,training,unknown,unknown,name,0.92
/simulation,route-simulation,training,training,unknown,unknown,route,0.9
route|training|active|/medical-simulation,route-simulation,training,training,unknown,unknown,tags,0.78
"Canonical training console — scenario library, player, outcomes, and competencies.",route-simulation,training,training,unknown,unknown,intent,0.88
solutionBuilder route,route-solutionBuilder,products,products,unknown,unknown,name,0.92
/solution-builder,route-solutionBuilder,products,products,unknown,unknown,route,0.9
route|products|active,route-solutionBuilder,products,products,unknown,unknown,tags,0.78
No-code hospital deployment recommendation and apply workflow.,route-solutionBuilder,products,products,unknown,unknown,intent,0.88
specialties route,route-specialties,products,products,unknown,unknown,name,0.92
/specialties,route-specialties,products,products,unknown,unknown,route,0.9
route|products|active,route-specialties,products,products,unknown,unknown,tags,0.78
startup route,route-startup,primary,primary,unknown,unknown,name,0.92
/emergency/reception,route-startup,primary,primary,unknown,unknown,route,0.9
route|primary|redirect|/home|/app,route-startup,primary,primary,unknown,unknown,tags,0.78
successCenter route,route-successCenter,products,products,unknown,unknown,name,0.92
/success-center,route-successCenter,products,products,unknown,unknown,route,0.9
route|products|redirect,route-successCenter,products,products,unknown,unknown,tags,0.78
Redirected to customer success dashboard route; legacy success-center alias retained.,route-successCenter,products,products,unknown,unknown,intent,0.88
surveillanceNexus route,route-surveillanceNexus,operations,operations,unknown,unknown,name,0.92
/surveillance/nexus,route-surveillanceNexus,operations,operations,unknown,unknown,route,0.9
route|operations|redirect|/surveillance|/cctv|/iot-nexus,route-surveillanceNexus,operations,operations,unknown,unknown,tags,0.78
Redirected to the ED whiteboard; dedicated surveillance nexus page not mounted.,route-surveillanceNexus,operations,operations,unknown,unknown,intent,0.88
tenantAdmin route,route-tenantAdmin,account,account,unknown,unknown,name,0.92
/tenant-admin,route-tenantAdmin,account,account,unknown,unknown,route,0.9
route|account|future,route-tenantAdmin,account,account,unknown,unknown,tags,0.78
Tenant-scoped organization administration center for no-code customer configuration.,route-tenantAdmin,account,account,unknown,unknown,intent,0.88
tools route,route-tools,tools,tools,unknown,unknown,name,0.92
/emergency/tools,route-tools,tools,tools,unknown,unknown,route,0.9
route|tools|active|/tools|/all-tools|/clinical-tools|/catalog,route-tools,tools,tools,unknown,unknown,tags,0.78
trackMindMaturity route,route-trackMindMaturity,account,account,unknown,unknown,name,0.92
/trackmind-maturity,route-trackMindMaturity,account,account,unknown,unknown,route,0.9
route|account|active,route-trackMindMaturity,account,account,unknown,unknown,tags,0.78
"TrackMind Operating System Maturity Framework — nine-domain scoring for operations, safety, compliance, security, equine welfare, facilities, finance, AI governance, and data quality.",route-trackMindMaturity,account,account,unknown,unknown,intent,0.88
usage route,route-usage,operations,operations,unknown,unknown,name,0.92
/usage,route-usage,operations,operations,unknown,unknown,route,0.9
route|operations|active,route-usage,operations,operations,unknown,unknown,tags,0.78
"Organization usage metering by workspace, asset, role, and period.",route-usage,operations,operations,unknown,unknown,intent,0.88
valueTracking route,route-valueTracking,products,products,unknown,unknown,name,0.92
/value-tracking,route-valueTracking,products,products,unknown,unknown,route,0.9
route|products|active,route-valueTracking,products,products,unknown,unknown,tags,0.78
"Clinical, operational, and executive value tracking framework.",route-valueTracking,products,products,unknown,unknown,intent,0.88
workflowMining route,route-workflowMining,operations,operations,unknown,unknown,name,0.92
/workflow-mining,route-workflowMining,operations,operations,unknown,unknown,route,0.9
route|operations|active,route-workflowMining,operations,operations,unknown,unknown,tags,0.78
"Workflow mining engine for common journeys, friction, dead ends, and unnecessary clicks.",route-workflowMining,operations,operations,unknown,unknown,intent,0.88
workflows route,route-workflows,secondary,secondary,unknown,unknown,name,0.92
/workflows,route-workflows,secondary,secondary,unknown,unknown,route,0.9
route|secondary|active|/automation|/automation-analytics,route-workflows,secondary,secondary,unknown,unknown,tags,0.78
Canonical workflow route. Legacy /automation and /automation-analytics redirect here to avoid duplicate workflow UI ownership.,route-workflows,secondary,secondary,unknown,unknown,intent,0.88
workspaceDependencyGraph route,route-workspaceDependencyGraph,operations,operations,unknown,unknown,name,0.92
/workspace-dependency-graph,route-workspaceDependencyGraph,operations,operations,unknown,unknown,route,0.9
route|operations|active,route-workspaceDependencyGraph,operations,operations,unknown,unknown,tags,0.78
"Cross-workspace intelligence dependency graph for handoffs, signals, and operational relationships.",route-workspaceDependencyGraph,operations,operations,unknown,unknown,intent,0.88
ROX Index,rox-index,Calculator,clinical|calculator|icu,icu-pack,product-icu,name,0.92
/tools/calculators/rox-index,rox-index,Calculator,clinical|calculator|icu,icu-pack,product-icu,route,0.9
calculator|Calculator|clinical|icu|icu-pack,rox-index,Calculator,clinical|calculator|icu,icu-pack,product-icu,tags,0.78
"ROX index from SpO2, FiO2, and respiratory rate for high-flow oxygen monitoring context. Does not determine escalation or intubation.",rox-index,Calculator,clinical|calculator|icu,icu-pack,product-icu,intent,0.88
Simulation Scenario Player,scenario-player,Education & Simulation,simulation|education|clinical|training|emergency|assistant|ai-workflow|operations,simulation-training-pack|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-simulation-training|product-core-platform|product-emergency-department,name,0.92
/simulation/sepsis-deterioration,scenario-player,Education & Simulation,simulation|education|clinical|training|emergency|assistant|ai-workflow|operations,simulation-training-pack|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-simulation-training|product-core-platform|product-emergency-department,route,0.9
simulation|Education & Simulation|education|clinical|training|emergency|assistant|ai-workflow|operations|simulation-training-pack|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,scenario-player,Education & Simulation,simulation|education|clinical|training|emergency|assistant|ai-workflow|operations,simulation-training-pack|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,product-simulation-training|product-core-platform|product-emergency-department,tags,0.78
Screening Trend Engine,screening-trend-engine,Reference,clinical|reference|operations,core-platform,product-core-platform,name,0.92
/tools/psychiatry/screening-trend-engine,screening-trend-engine,Reference,clinical|reference|operations,core-platform,product-core-platform,route,0.9
tool|Reference|clinical|reference|operations|core-platform,screening-trend-engine,Reference,clinical|reference|operations,core-platform,product-core-platform,tags,0.78
Trend engine concept for serial psychiatry screening scores and review queues.,screening-trend-engine,Reference,clinical|reference|operations,core-platform,product-core-platform,intent,0.88
Seizure Assistant,seizure-assistant,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,name,0.92
/tools/neurology/seizure-assistant,seizure-assistant,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,route,0.9
ai-assisted-tool|Calculator|pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory|ai-workflow-pack|core-platform|laboratory-intelligence,seizure-assistant,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,tags,0.78
"Guided seizure review with event features, recovery, triggers, medications as documented, and urgent-care prompts.",seizure-assistant,Calculator,pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory,ai-workflow-pack|core-platform|laboratory-intelligence,product-core-platform|product-laboratory,intent,0.88
Serum Osmolality,serum-osmolality,Calculator,clinical|calculator|operations,core-platform,product-core-platform,name,0.92
/tools/calculators/serum-osmolality,serum-osmolality,Calculator,clinical|calculator|operations,core-platform,product-core-platform,route,0.9
calculator|Calculator|clinical|operations|core-platform,serum-osmolality,Calculator,clinical|calculator|operations,core-platform,product-core-platform,tags,0.78
"Calculated serum osmolality from sodium, glucose, BUN, and optional ethanol. Does not diagnose hyperosmolar states or DKA.",serum-osmolality,Calculator,clinical|calculator|operations,core-platform,product-core-platform,intent,0.88
AIService,service-backend-src-modules-ai-ai-service-ts,ai,backend,unknown,unknown,name,0.92
NestJS service module for ai: AIService.,service-backend-src-modules-ai-ai-service-ts,ai,backend,unknown,unknown,description,0.72
backend|service|ai|AIService,service-backend-src-modules-ai-ai-service-ts,ai,backend,unknown,unknown,tags,0.78
AiContextManagerService,service-backend-src-modules-ai-foundation-ai-context-manager-service-ts,ai,backend,unknown,unknown,name,0.92
NestJS service module for ai: AiContextManagerService.,service-backend-src-modules-ai-foundation-ai-context-manager-service-ts,ai,backend,unknown,unknown,description,0.72
backend|service|ai|AiContextManagerService,service-backend-src-modules-ai-foundation-ai-context-manager-service-ts,ai,backend,unknown,unknown,tags,0.78
AiGatewayService,service-backend-src-modules-ai-foundation-ai-gateway-service-ts,ai,backend,unknown,unknown,name,0.92
NestJS service module for ai: AiGatewayService.,service-backend-src-modules-ai-foundation-ai-gateway-service-ts,ai,backend,unknown,unknown,description,0.72
backend|service|ai|AiGatewayService,service-backend-src-modules-ai-foundation-ai-gateway-service-ts,ai,backend,unknown,unknown,tags,0.78
AiResponseComposerService,service-backend-src-modules-ai-foundation-ai-response-composer-service-ts,ai,backend,unknown,unknown,name,0.92
NestJS service module for ai: AiResponseComposerService.,service-backend-src-modules-ai-foundation-ai-response-composer-service-ts,ai,backend,unknown,unknown,description,0.72
backend|service|ai|AiResponseComposerService,service-backend-src-modules-ai-foundation-ai-response-composer-service-ts,ai,backend,unknown,unknown,tags,0.78
AiRoutingEngineService,service-backend-src-modules-ai-foundation-ai-routing-engine-service-ts,ai,backend,unknown,unknown,name,0.92
NestJS service module for ai: AiRoutingEngineService.,service-backend-src-modules-ai-foundation-ai-routing-engine-service-ts,ai,backend,unknown,unknown,description,0.72
backend|service|ai|AiRoutingEngineService,service-backend-src-modules-ai-foundation-ai-routing-engine-service-ts,ai,backend,unknown,unknown,tags,0.78
AIGatewayService,service-backend-src-modules-ai-gateway-ai-gateway-service-ts,ai-gateway,backend,unknown,unknown,name,0.92
NestJS service module for ai-gateway: AIGatewayService.,service-backend-src-modules-ai-gateway-ai-gateway-service-ts,ai-gateway,backend,unknown,unknown,description,0.72
backend|service|ai-gateway|AIGatewayService,service-backend-src-modules-ai-gateway-ai-gateway-service-ts,ai-gateway,backend,unknown,unknown,tags,0.78
ContextBuilderService,service-backend-src-modules-ai-gateway-context-builder-service-ts,ai-gateway,backend,unknown,unknown,name,0.92
NestJS service module for ai-gateway: ContextBuilderService.,service-backend-src-modules-ai-gateway-context-builder-service-ts,ai-gateway,backend,unknown,unknown,description,0.72
backend|service|ai-gateway|ContextBuilderService,service-backend-src-modules-ai-gateway-context-builder-service-ts,ai-gateway,backend,unknown,unknown,tags,0.78
ResponseComposerService,service-backend-src-modules-ai-gateway-response-composer-service-ts,ai-gateway,backend,unknown,unknown,name,0.92
NestJS service module for ai-gateway: ResponseComposerService.,service-backend-src-modules-ai-gateway-response-composer-service-ts,ai-gateway,backend,unknown,unknown,description,0.72
backend|service|ai-gateway|ResponseComposerService,service-backend-src-modules-ai-gateway-response-composer-service-ts,ai-gateway,backend,unknown,unknown,tags,0.78
AnalyticsService,service-backend-src-modules-analytics-services-analytics-service-ts,analytics,backend,unknown,unknown,name,0.92
NestJS service module for analytics: AnalyticsService.,service-backend-src-modules-analytics-services-analytics-service-ts,analytics,backend,unknown,unknown,description,0.72
backend|service|analytics|AnalyticsService,service-backend-src-modules-analytics-services-analytics-service-ts,analytics,backend,unknown,unknown,tags,0.78
ArtifactsService,service-backend-src-modules-artifacts-artifacts-service-ts,artifacts,backend,unknown,unknown,name,0.92
NestJS service module for artifacts: ArtifactsService.,service-backend-src-modules-artifacts-artifacts-service-ts,artifacts,backend,unknown,unknown,description,0.72
backend|service|artifacts|ArtifactsService,service-backend-src-modules-artifacts-artifacts-service-ts,artifacts,backend,unknown,unknown,tags,0.78
AssetRegistryService,service-backend-src-modules-artifacts-asset-registry-service-ts,artifacts,backend,unknown,unknown,name,0.92
NestJS service module for artifacts: AssetRegistryService.,service-backend-src-modules-artifacts-asset-registry-service-ts,artifacts,backend,unknown,unknown,description,0.72
backend|service|artifacts|AssetRegistryService,service-backend-src-modules-artifacts-asset-registry-service-ts,artifacts,backend,unknown,unknown,tags,0.78
AuditService,service-backend-src-modules-audit-audit-service-ts,audit,backend,unknown,unknown,name,0.92
NestJS service module for audit: AuditService.,service-backend-src-modules-audit-audit-service-ts,audit,backend,unknown,unknown,description,0.72
backend|service|audit|AuditService,service-backend-src-modules-audit-audit-service-ts,audit,backend,unknown,unknown,tags,0.78
AuthService,service-backend-src-modules-auth-auth-service-ts,auth,backend,unknown,unknown,name,0.92
NestJS service module for auth: AuthService.,service-backend-src-modules-auth-auth-service-ts,auth,backend,unknown,unknown,description,0.72
backend|service|auth|AuthService,service-backend-src-modules-auth-auth-service-ts,auth,backend,unknown,unknown,tags,0.78
IdentityProviderRegistryService,service-backend-src-modules-auth-identity-provider-registry-service-ts,auth,backend,unknown,unknown,name,0.92
NestJS service module for auth: IdentityProviderRegistryService.,service-backend-src-modules-auth-identity-provider-registry-service-ts,auth,backend,unknown,unknown,description,0.72
backend|service|auth|IdentityProviderRegistryService,service-backend-src-modules-auth-identity-provider-registry-service-ts,auth,backend,unknown,unknown,tags,0.78
EnrollBiometricDto,service-backend-src-modules-auth-services-biometric-service-ts,auth,backend,unknown,unknown,name,0.92
NestJS service module for auth: EnrollBiometricDto.,service-backend-src-modules-auth-services-biometric-service-ts,auth,backend,unknown,unknown,description,0.72
backend|service|auth|EnrollBiometricDto,service-backend-src-modules-auth-services-biometric-service-ts,auth,backend,unknown,unknown,tags,0.78
DeviceFingerprintService,service-backend-src-modules-auth-services-device-fingerprint-service-ts,auth,backend,unknown,unknown,name,0.92
NestJS service module for auth: DeviceFingerprintService.,service-backend-src-modules-auth-services-device-fingerprint-service-ts,auth,backend,unknown,unknown,description,0.72
backend|service|auth|DeviceFingerprintService,service-backend-src-modules-auth-services-device-fingerprint-service-ts,auth,backend,unknown,unknown,tags,0.78
