artifactId,name,type,category,route,sourceFile,frontendStatus,backendStatus,demoStatus,assetPack,product,workspace,roles,organizationTypes,riskLevel,description,dependencies,tags,embeddingText,status
prompt-laboratory-dashboard,Laboratory Dashboard prompt,prompt,reference,/laboratory,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Open the Laboratory dashboard for demo lab results, abnormal lab alerts, specimen queue, reference ranges, and trend cards. Clearly distinguish demo data from live laboratory data and offer to use the Lab Interpreter for clinical decision support.",laboratory-dashboard|/laboratory,prompt|reference|laboratory-dashboard,prompt-laboratory-dashboard laboratory dashboard prompt prompt reference laboratory unknown unknown reference unknown unknown high open the laboratory dashboard for demo lab results abnormal lab alerts specimen queue reference ranges and trend cards clearly distinguish demo data from live laboratory data and offer to use the lab interpreter for clinical decision support laboratory-dashboard laboratory prompt reference laboratory-dashboard,active
prompt-liver-disease-assistant,Liver Disease Assistant prompt,prompt,calculator,/tools/calculators,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me structure a liver disease review: bilirubin, INR/PT, albumin, creatinine, sodium, ascites, encephalopathy, platelets, AST/ALT, Child-Pugh, MELD/MELD-Na, Maddrey DF, FIB-4/APRI context, and missing data. Clinical decision support only; do not diagnose cirrhosis or alcoholic hepatitis and do not recommend treatment, transplant listing, referral urgency, admission, discharge, or medication changes.",liver-disease-assistant|/tools/calculators,prompt|calculator|liver-disease-assistant,prompt-liver-disease-assistant liver disease assistant prompt prompt calculator tools calculators unknown unknown calculator unknown unknown high help me structure a liver disease review bilirubin inr pt albumin creatinine sodium ascites encephalopathy platelets ast alt child-pugh meld meld-na maddrey df fib-4 apri context and missing data clinical decision support only do not diagnose cirrhosis or alcoholic hepatitis and do not recommend treatment transplant listing referral urgency admission discharge or medication changes liver-disease-assistant tools calculators prompt calculator liver-disease-assistant,active
prompt-maddrey-discriminant-function,Maddrey Discriminant Function prompt,prompt,calculator,/tools/calculators/maddrey-discriminant-function,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me calculate Maddrey Discriminant Function from patient PT, control PT, and bilirubin. Clinical decision support only; do not diagnose alcoholic hepatitis and do not recommend corticosteroids, transplant referral, admission, discharge, or any treatment.",maddrey-discriminant-function|/tools/calculators/maddrey-discriminant-function,prompt|calculator|maddrey-discriminant-function,prompt-maddrey-discriminant-function maddrey discriminant function prompt prompt calculator tools calculators maddrey-discriminant-function unknown unknown calculator unknown unknown high help me calculate maddrey discriminant function from patient pt control pt and bilirubin clinical decision support only do not diagnose alcoholic hepatitis and do not recommend corticosteroids transplant referral admission discharge or any treatment maddrey-discriminant-function tools calculators maddrey-discriminant-function prompt calculator maddrey-discriminant-function,active
prompt-maternal-monitoring-dashboard,Maternal Monitoring Dashboard prompt,prompt,reference,/tools/pediatrics-obgyn/maternal-monitoring-dashboard,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Help me review maternal monitoring dashboard context: blood pressure trends, symptoms, labs if available, fetal movement/status documentation, postpartum or antepartum risk context, data freshness, and review queues. OB decision support and monitoring visibility only; no autonomous escalation, medication, delivery, disposition, or procedure recommendations.",maternal-monitoring-dashboard|/tools/pediatrics-obgyn/maternal-monitoring-dashboard,prompt|reference|maternal-monitoring-dashboard,prompt-maternal-monitoring-dashboard maternal monitoring dashboard prompt prompt reference tools pediatrics-obgyn maternal-monitoring-dashboard unknown unknown reference unknown unknown high help me review maternal monitoring dashboard context blood pressure trends symptoms labs if available fetal movement status documentation postpartum or antepartum risk context data freshness and review queues ob decision support and monitoring visibility only no autonomous escalation medication delivery disposition or procedure recommendations maternal-monitoring-dashboard tools pediatrics-obgyn maternal-monitoring-dashboard prompt reference maternal-monitoring-dashboard,active
prompt-mdq,Mood Disorder Questionnaire (MDQ) prompt,prompt,calculator,/tools/calculators/mdq,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me summarize the MDQ using symptom count, same-period symptoms, impairment, and urgent safety flags. Screening only; do not diagnose bipolar disorder, mania, hypomania, psychosis, or recommend medications. Psychosis, unsafe behavior, suicidal ideation, violence risk, or inability to maintain safety requires urgent human review before routine screening.",mdq|/tools/calculators/mdq,prompt|calculator|mdq,prompt-mdq mood disorder questionnaire mdq prompt prompt calculator tools calculators mdq unknown unknown calculator unknown unknown high help me summarize the mdq using symptom count same-period symptoms impairment and urgent safety flags screening only do not diagnose bipolar disorder mania hypomania psychosis or recommend medications psychosis unsafe behavior suicidal ideation violence risk or inability to maintain safety requires urgent human review before routine screening mdq tools calculators mdq prompt calculator mdq,active
prompt-medical-3d-viewer,Medical 3D Viewer prompt,prompt,reference,/3d-viewer,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Open the 3D Viewer. Explain that the current route uses an asset-safe demo placeholder because no committed 3D model, Three.js dependency, or DICOM viewer is present. Offer anatomy/model viewer guidance without diagnostic claims.

Clinical decision support only — does not establish a diagnosis or replace clinician judgment. Follow local protocols.",medical-3d-viewer|/3d-viewer,prompt|reference|medical-3d-viewer,prompt-medical-3d-viewer medical 3d viewer prompt prompt reference 3d-viewer unknown unknown reference unknown unknown high open the 3d viewer explain that the current route uses an asset-safe demo placeholder because no committed 3d model three js dependency or dicom viewer is present offer anatomy model viewer guidance without diagnostic claims clinical decision support only does not establish a diagnosis or replace clinician judgment follow local protocols medical-3d-viewer 3d-viewer prompt reference medical-3d-viewer,active
prompt-meld,MELD score prompt,prompt,calculator,/tools/calculators/meld,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me calculate MELD from bilirubin, INR, and creatinine (including dialysis if applicable) and interpret short-term mortality context.

Clinical decision support only — does not establish a diagnosis or replace clinician judgment. Follow local protocols.",meld|/tools/calculators/meld,prompt|calculator|meld,prompt-meld meld score prompt prompt calculator tools calculators meld unknown unknown calculator unknown unknown high help me calculate meld from bilirubin inr and creatinine including dialysis if applicable and interpret short-term mortality context clinical decision support only does not establish a diagnosis or replace clinician judgment follow local protocols meld tools calculators meld prompt calculator meld,active
prompt-meld-na,MELD-Na score prompt,prompt,calculator,/tools/calculators/meld-na,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me calculate MELD-Na from bilirubin, INR, creatinine, and serum sodium per UNOS rules.

Clinical decision support only — does not establish a diagnosis or replace clinician judgment. Follow local protocols.",meld-na|/tools/calculators/meld-na,prompt|calculator|meld-na,prompt-meld-na meld-na score prompt prompt calculator tools calculators meld-na unknown unknown calculator unknown unknown high help me calculate meld-na from bilirubin inr creatinine and serum sodium per unos rules clinical decision support only does not establish a diagnosis or replace clinician judgment follow local protocols meld-na tools calculators meld-na prompt calculator meld-na,active
prompt-mental-health-screening-assistant,Mental Health Screening Assistant prompt,prompt,calculator,/tools/psychiatry/mental-health-screening-assistant,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me choose and document mental-health screening tools across PHQ-9, GAD-7, PCL-5, MDQ, Epworth, AUDIT-C/CAGE, MMSE, and MoCA workflow readiness. Screening decision support only; do not diagnose, do not recommend medications or therapy, require human review, and prioritize crisis, psychosis, intoxication, withdrawal, delirium, or medical emergency pathways before chat.",mental-health-screening-assistant|/tools/psychiatry/mental-health-screening-assistant,prompt|calculator|mental-health-screening-assistant,prompt-mental-health-screening-assistant mental health screening assistant prompt prompt calculator tools psychiatry mental-health-screening-assistant unknown unknown calculator unknown unknown high help me choose and document mental-health screening tools across phq-9 gad-7 pcl-5 mdq epworth audit-c cage mmse and moca workflow readiness screening decision support only do not diagnose do not recommend medications or therapy require human review and prioritize crisis psychosis intoxication withdrawal delirium or medical emergency pathways before chat mental-health-screening-assistant tools psychiatry mental-health-screening-assistant prompt calculator mental-health-screening-assistant,active
prompt-metabolic-analytics,Metabolic Analytics prompt,prompt,reference,/tools/endocrine/metabolic-analytics,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Help me summarize metabolic analytics: BMI, BSA, waist-to-hip ratio, fasting glucose/A1c context, lipids if provided, blood pressure context, and missing data. Clinical decision support only; backend analytics visibility only, no diagnosis, no treatment plan, no medication dosing, and no diet or weight-loss prescription.",metabolic-analytics|/tools/endocrine/metabolic-analytics,prompt|reference|metabolic-analytics,prompt-metabolic-analytics metabolic analytics prompt prompt reference tools endocrine metabolic-analytics unknown unknown reference unknown unknown high help me summarize metabolic analytics bmi bsa waist-to-hip ratio fasting glucose a1c context lipids if provided blood pressure context and missing data clinical decision support only backend analytics visibility only no diagnosis no treatment plan no medication dosing and no diet or weight-loss prescription metabolic-analytics tools endocrine metabolic-analytics prompt reference metabolic-analytics,active
prompt-metabolic-syndrome-assistant,Metabolic Syndrome Assistant prompt,prompt,calculator,/tools/endocrine/metabolic-syndrome-assistant,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me review metabolic syndrome criteria: waist circumference, fasting glucose/A1c context, blood pressure, triglycerides, HDL, medications as documented, and missing data. Clinical decision support only; do not diagnose metabolic syndrome or recommend antihypertensives, lipid therapy, diabetes medications, weight-loss medication, surgery, diet, or exercise prescriptions.",metabolic-syndrome-assistant|/tools/endocrine/metabolic-syndrome-assistant,prompt|calculator|metabolic-syndrome-assistant,prompt-metabolic-syndrome-assistant metabolic syndrome assistant prompt prompt calculator tools endocrine metabolic-syndrome-assistant unknown unknown calculator unknown unknown high help me review metabolic syndrome criteria waist circumference fasting glucose a1c context blood pressure triglycerides hdl medications as documented and missing data clinical decision support only do not diagnose metabolic syndrome or recommend antihypertensives lipid therapy diabetes medications weight-loss medication surgery diet or exercise prescriptions metabolic-syndrome-assistant tools endocrine metabolic-syndrome-assistant prompt calculator metabolic-syndrome-assistant,active
prompt-mews,Modified Early Warning Score (MEWS) prompt,prompt,calculator,/tools/calculators/mews,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Open MEWS and help me calculate an adult early-warning score from respiratory rate, heart rate, systolic blood pressure, temperature, and AVPU. Clinical decision support only; not a diagnosis.",mews|/tools/calculators/mews,prompt|calculator|mews,prompt-mews modified early warning score mews prompt prompt calculator tools calculators mews unknown unknown calculator unknown unknown high open mews and help me calculate an adult early-warning score from respiratory rate heart rate systolic blood pressure temperature and avpu clinical decision support only not a diagnosis mews tools calculators mews prompt calculator mews,active
prompt-mmse,MMSE score entry prompt,prompt,calculator,/tools/calculators/mmse,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me enter MMSE domain scores from a governed administration and summarize the total as cognitive screening support only. Do not diagnose dementia, delirium, cognitive impairment, or capacity; do not recommend medications. Acute confusion, neurologic deficits, intoxication, trauma, infection, hypoxia, or rapidly changing mental status requires urgent medical evaluation first.",mmse|/tools/calculators/mmse,prompt|calculator|mmse,prompt-mmse mmse score entry prompt prompt calculator tools calculators mmse unknown unknown calculator unknown unknown high help me enter mmse domain scores from a governed administration and summarize the total as cognitive screening support only do not diagnose dementia delirium cognitive impairment or capacity do not recommend medications acute confusion neurologic deficits intoxication trauma infection hypoxia or rapidly changing mental status requires urgent medical evaluation first mmse tools calculators mmse prompt calculator mmse,active
prompt-moca-placeholder-workflow,MoCA placeholder workflow prompt,prompt,calculator,/tools/calculators/moca-placeholder-workflow,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me check MoCA workflow readiness: official form/version, required training, language and sensory accommodations, and clinician review plan. This placeholder does not administer or score MoCA, does not show MoCA items, does not diagnose cognitive impairment, and does not recommend medications or treatment.",moca-placeholder-workflow|/tools/calculators/moca-placeholder-workflow,prompt|calculator|moca-placeholder-workflow,prompt-moca-placeholder-workflow moca placeholder workflow prompt prompt calculator tools calculators moca-placeholder-workflow unknown unknown calculator unknown unknown high help me check moca workflow readiness official form version required training language and sensory accommodations and clinician review plan this placeholder does not administer or score moca does not show moca items does not diagnose cognitive impairment and does not recommend medications or treatment moca-placeholder-workflow tools calculators moca-placeholder-workflow prompt calculator moca-placeholder-workflow,active
prompt-modified-rankin-scale,Modified Rankin Scale prompt,prompt,calculator,/tools/calculators/modified-rankin-scale,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me document modified Rankin Scale level from functional status and dependence. Clinical decision support only; outcome documentation only, not a diagnosis and not an acute treatment, discharge, rehab, or placement recommendation. Do not delay urgent evaluation for new or worsening neurologic deficits to complete this outcome score.",modified-rankin-scale|/tools/calculators/modified-rankin-scale,prompt|calculator|modified-rankin-scale,prompt-modified-rankin-scale modified rankin scale prompt prompt calculator tools calculators modified-rankin-scale unknown unknown calculator unknown unknown high help me document modified rankin scale level from functional status and dependence clinical decision support only outcome documentation only not a diagnosis and not an acute treatment discharge rehab or placement recommendation do not delay urgent evaluation for new or worsening neurologic deficits to complete this outcome score modified-rankin-scale tools calculators modified-rankin-scale prompt calculator modified-rankin-scale,active
prompt-moe-router,MoE Router prompt,prompt,reference,/assistant,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Help me inspect which CareDroid AI expert route should handle this request, including retrieval policy, safety flags, and fallback rationale. Clinical decision support only; require clinician review.",moe-router|/assistant,prompt|reference|moe-router,prompt-moe-router moe router prompt prompt reference assistant unknown unknown reference unknown unknown high help me inspect which caredroid ai expert route should handle this request including retrieval policy safety flags and fallback rationale clinical decision support only require clinician review moe-router assistant prompt reference moe-router,active
prompt-morse-fall-scale,Morse Fall Scale prompt,prompt,calculator,/tools/calculators/morse-fall-scale,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me score the Morse Fall Scale for an inpatient and document fall-risk category.

STEP 0 — This is a nursing fall-risk screen for documentation. It does not replace environmental safety rounds, toileting plans, bed alarms, physiotherapy referral, or provider orders — follow your unit's fall-prevention pathway.

Collect: history of falling (within 3 months), secondary diagnosis, ambulatory aid, IV/heparin lock, gait, and mental status. Total 0–125; bands: low <25, moderate 25–50, high >50.

Clinical decision support only — does not establish a diagnosis or replace clinician judgment. Follow local protocols.",morse-fall-scale|/tools/calculators/morse-fall-scale,prompt|calculator|morse-fall-scale,prompt-morse-fall-scale morse fall scale prompt prompt calculator tools calculators morse-fall-scale unknown unknown calculator unknown unknown high help me score the morse fall scale for an inpatient and document fall-risk category step 0 this is a nursing fall-risk screen for documentation it does not replace environmental safety rounds toileting plans bed alarms physiotherapy referral or provider orders follow your unit s fall-prevention pathway collect history of falling within 3 months secondary diagnosis ambulatory aid iv heparin lock gait and mental status total 0 125 bands low 25 moderate 25 50 high 50 clinical decision support only does not establish a diagnosis or replace clinician judgment follow local protocols morse-fall-scale tools calculators morse-fall-scale prompt calculator morse-fall-scale,active
prompt-neonatal-assessment-assistant,Neonatal Assessment Assistant prompt,prompt,calculator,/tools/pediatrics-obgyn/neonatal-assessment-assistant,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me structure a neonatal assessment: gestational age, birth weight, Apgar documentation, temperature, feeding, glucose if available, bilirubin context, growth percentiles, screenings, and red flags. Neonatal decision support only; do not replace NRP or neonatal clinician assessment, do not recommend treatment or disposition, and do not delay urgent newborn evaluation.",neonatal-assessment-assistant|/tools/pediatrics-obgyn/neonatal-assessment-assistant,prompt|calculator|neonatal-assessment-assistant,prompt-neonatal-assessment-assistant neonatal assessment assistant prompt prompt calculator tools pediatrics-obgyn neonatal-assessment-assistant unknown unknown calculator unknown unknown high help me structure a neonatal assessment gestational age birth weight apgar documentation temperature feeding glucose if available bilirubin context growth percentiles screenings and red flags neonatal decision support only do not replace nrp or neonatal clinician assessment do not recommend treatment or disposition and do not delay urgent newborn evaluation neonatal-assessment-assistant tools pediatrics-obgyn neonatal-assessment-assistant prompt calculator neonatal-assessment-assistant,active
prompt-neonatal-bilirubin-risk-helper,Neonatal Bilirubin Risk Helper prompt,prompt,calculator,/tools/calculators/neonatal-bilirubin-risk-helper,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me organize neonatal bilirubin review: age in hours, total bilirubin, gestational age, neurotoxicity risk factors, and whether values have been plotted on the AAP 2022/local nomogram. Neonatal decision support only; do not recommend phototherapy, exchange transfusion, labs, admission, discharge, or timing, and do not delay urgent jaundice or neonatal evaluation.",neonatal-bilirubin-risk-helper|/tools/calculators/neonatal-bilirubin-risk-helper,prompt|calculator|neonatal-bilirubin-risk-helper,prompt-neonatal-bilirubin-risk-helper neonatal bilirubin risk helper prompt prompt calculator tools calculators neonatal-bilirubin-risk-helper unknown unknown calculator unknown unknown high help me organize neonatal bilirubin review age in hours total bilirubin gestational age neurotoxicity risk factors and whether values have been plotted on the aap 2022 local nomogram neonatal decision support only do not recommend phototherapy exchange transfusion labs admission discharge or timing and do not delay urgent jaundice or neonatal evaluation neonatal-bilirubin-risk-helper tools calculators neonatal-bilirubin-risk-helper prompt calculator neonatal-bilirubin-risk-helper,active
prompt-neonatal-dashboard,Neonatal Dashboard prompt,prompt,reference,/tools/pediatrics-obgyn/neonatal-dashboard,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Help me review neonatal dashboard context: vitals, temperature, feeding, weight change, bilirubin review status, growth percentile trends, screening completion, data freshness, and unresolved review items. Monitoring visibility and neonatal decision support only; no autonomous escalation, treatment, feeding, phototherapy, discharge, or admission recommendations.",neonatal-dashboard|/tools/pediatrics-obgyn/neonatal-dashboard,prompt|reference|neonatal-dashboard,prompt-neonatal-dashboard neonatal dashboard prompt prompt reference tools pediatrics-obgyn neonatal-dashboard unknown unknown reference unknown unknown high help me review neonatal dashboard context vitals temperature feeding weight change bilirubin review status growth percentile trends screening completion data freshness and unresolved review items monitoring visibility and neonatal decision support only no autonomous escalation treatment feeding phototherapy discharge or admission recommendations neonatal-dashboard tools pediatrics-obgyn neonatal-dashboard prompt reference neonatal-dashboard,active
prompt-neuro-exam-assistant,Neuro Exam Assistant prompt,prompt,calculator,/tools/neurology/neuro-exam-assistant,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me structure a neurologic exam: mental status, cranial nerves, motor strength/tone, reflexes, sensory findings, coordination, gait, cortical signs, localization clues, and missing data. Clinical decision support only; do not diagnose, do not recommend treatment or disposition, and do not delay emergency stroke, seizure, trauma, infection, or spinal cord pathways for new deficits.",neuro-exam-assistant|/tools/neurology/neuro-exam-assistant,prompt|calculator|neuro-exam-assistant,prompt-neuro-exam-assistant neuro exam assistant prompt prompt calculator tools neurology neuro-exam-assistant unknown unknown calculator unknown unknown high help me structure a neurologic exam mental status cranial nerves motor strength tone reflexes sensory findings coordination gait cortical signs localization clues and missing data clinical decision support only do not diagnose do not recommend treatment or disposition and do not delay emergency stroke seizure trauma infection or spinal cord pathways for new deficits neuro-exam-assistant tools neurology neuro-exam-assistant prompt calculator neuro-exam-assistant,active
prompt-neuro-monitoring-engine,Neuro Monitoring Engine prompt,prompt,reference,/tools/neurology/neuro-monitoring-engine,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Help me summarize neuro monitoring trends: serial neuro exams, consciousness scores, pupillary findings, ICP/EVD context if available, sedation/procedure context, data gaps, and review queues. Clinical decision support and trend visibility only; no autonomous escalation orders and no replacement for bedside assessment.",neuro-monitoring-engine|/tools/neurology/neuro-monitoring-engine,prompt|reference|neuro-monitoring-engine,prompt-neuro-monitoring-engine neuro monitoring engine prompt prompt reference tools neurology neuro-monitoring-engine unknown unknown reference unknown unknown high help me summarize neuro monitoring trends serial neuro exams consciousness scores pupillary findings icp evd context if available sedation procedure context data gaps and review queues clinical decision support and trend visibility only no autonomous escalation orders and no replacement for bedside assessment neuro-monitoring-engine tools neurology neuro-monitoring-engine prompt reference neuro-monitoring-engine,active
prompt-neuro-telemetry-dashboard,Neuro Telemetry Dashboard prompt,prompt,reference,/tools/neurology/neuro-telemetry-dashboard,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Help me review neuro telemetry dashboard context: neuro check trends, GCS or NIHSS changes, seizure events, pupillary findings, ICP/EVD context if available, data freshness, missing checks, and unresolved review items. Clinical decision support and monitoring visibility only; no autonomous escalation or alerts replacing bedside assessment, and urgent neurologic change needs immediate local pathways.",neuro-telemetry-dashboard|/tools/neurology/neuro-telemetry-dashboard,prompt|reference|neuro-telemetry-dashboard,prompt-neuro-telemetry-dashboard neuro telemetry dashboard prompt prompt reference tools neurology neuro-telemetry-dashboard unknown unknown reference unknown unknown high help me review neuro telemetry dashboard context neuro check trends gcs or nihss changes seizure events pupillary findings icp evd context if available data freshness missing checks and unresolved review items clinical decision support and monitoring visibility only no autonomous escalation or alerts replacing bedside assessment and urgent neurologic change needs immediate local pathways neuro-telemetry-dashboard tools neurology neuro-telemetry-dashboard prompt reference neuro-telemetry-dashboard,active
prompt-neurology-timeline-ai,Neurology Timeline AI prompt,prompt,reference,/tools/neurology/neurology-timeline-ai,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,reference,unknown,unknown,high,"Help me build a clinician-reviewed neurology timeline: symptom onset and last-known-well, exam changes, imaging and EEG milestones, treatments already documented, consults, and handoff gaps. Clinical decision support only; do not diagnose, do not recommend treatment, and do not delay emergency stroke, seizure, airway, infection, trauma, or neurosurgical care.",neurology-timeline-ai|/tools/neurology/neurology-timeline-ai,prompt|reference|neurology-timeline-ai,prompt-neurology-timeline-ai neurology timeline ai prompt prompt reference tools neurology neurology-timeline-ai unknown unknown reference unknown unknown high help me build a clinician-reviewed neurology timeline symptom onset and last-known-well exam changes imaging and eeg milestones treatments already documented consults and handoff gaps clinical decision support only do not diagnose do not recommend treatment and do not delay emergency stroke seizure airway infection trauma or neurosurgical care neurology-timeline-ai tools neurology neurology-timeline-ai prompt reference neurology-timeline-ai,active
prompt-news2,NEWS2 (National Early Warning Score 2) prompt,prompt,calculator,/tools/calculators/news2,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me calculate and interpret NEWS2 from respiratory rate, SpO₂ (and which SpO₂ scale), oxygen use, blood pressure, pulse, consciousness, and temperature.

Clinical decision support only — does not establish a diagnosis or replace clinician judgment. Follow local protocols.",news2|/tools/calculators/news2,prompt|calculator|news2,prompt-news2 news2 national early warning score 2 prompt prompt calculator tools calculators news2 unknown unknown calculator unknown unknown high help me calculate and interpret news2 from respiratory rate spo and which spo scale oxygen use blood pressure pulse consciousness and temperature clinical decision support only does not establish a diagnosis or replace clinician judgment follow local protocols news2 tools calculators news2 prompt calculator news2,active
prompt-nexus-cspine,NEXUS C-Spine Rule prompt,prompt,calculator,/tools/calculators,src/data/clinicalIntentToolCatalog.js,assistant-seed,chat-assisted,demo-or-guided,unknown,unknown,calculator,unknown,unknown,high,"Help me apply the NEXUS C-Spine Rule using a structured step-by-step workflow for a patient with blunt trauma and possible cervical spine injury.

STEP 0 — Applicability and emergencies (must confirm before using the rule)
- Blunt trauma context with possible cervical spine injury being considered for imaging
- STOP for full trauma evaluation without delay if any are present: hemodynamic instability, GCS <15, suspected spinal cord injury with new focal neurologic deficit requiring urgent intervention, penetrating neck injury, or need for urgent intubation/resuscitation — NEXUS must not delay primary survey, immobilisation, or urgently indicated imaging
- Confirm the patient is not so unstable that the rule should not be used to defer appropriate trauma care
- Note: NEXUS was studied in selected blunt trauma populations — document if the presentation is outside typical validation (e.g. unreliable exam not solely due to listed criteria)

STEP 1 — Collect each NEXUS criterion (ask one at a time)
1) Midline cervical spine tenderness on palpation? (present vs absent)
2) Intoxication affecting reliable examination? (present vs absent)
3) Focal neurologic deficit? (present vs absent)
4) Distracting painful injury? (present vs absent)
5) Alertness — is alertness normal (patient reliably conversant and oriented for exam)?

STEP 2 — Apply the rule
- Low-risk by NEXUS only if ALL are absent: no midline tenderness, no intoxication, no focal neurologic deficit, no distracting injury, and normal alertness
- If ANY criterion is present → not in the NEXUS low-risk stratum (imaging was obtained in the derivation cohort when criteria were not all absent)

State clearly:
- Trauma imaging decision support only — does not ""clear"" the cervical spine and does not rule out injury with absolute certainty
- Does not mandate or defer cervical spine radiography or CT — does not override clinician judgment or institutional trauma protocols
- Do not tell the user to defer primary trauma survey, resuscitation, or urgent imaging when clinically warranted
- Do not state that imaging is ""required"", ""unnecessary"", ""avoided"", or ""not indicated"" as a directive based on this chat alone
- High negative predictive value in validation does not equal zero miss rate

Reference: Hoffman JR, et al. N Engl J Med. 2000;343(2):94–99 (NEXUS criteria).",nexus-cspine|/tools/calculators,prompt|calculator|nexus-cspine,prompt-nexus-cspine nexus c-spine rule prompt prompt calculator tools calculators unknown unknown calculator unknown unknown high help me apply the nexus c-spine rule using a structured step-by-step workflow for a patient with blunt trauma and possible cervical spine injury step 0 applicability and emergencies must confirm before using the rule - blunt trauma context with possible cervical spine injury being considered for imaging - stop for full trauma evaluation without delay if any are present hemodynamic instability gcs 15 suspected spinal cord injury with new focal neurologic deficit requiring urgent intervention penetrating neck injury or need for urgent intubation resuscitation nexus must not delay primary survey immobilisation or urgently indicated imaging - confirm the patient is not so unstable that the rule should not be used to defer appropriate trauma care - note nexus was studied in selected blunt trauma populations document if the presentation is outside typical validation e g unreliable exam not solely due to listed criteria step 1 collect each nexus criterion ask one at a time 1 midline cervical spine tenderness on palpation present vs absent 2 intoxication affecting reliable examination present vs absent 3 focal neurologic deficit present vs absent 4 distracting painful injury present vs absent 5 alertness is alertness normal patient reliably conversant and oriented for exam step 2 apply the rule - low-risk by nexus only if all are absent no midline tenderness no intoxication no focal neurologic deficit no distracting injury and normal alertness - if any criterion is present not in the nexus low-risk stratum imaging was obtained in the derivation cohort when criteria were not all absent state clearly - trauma imaging decision support only does not clear the cervical spine and does not rule out injury with absolute certainty - does not mandate or defer cervical spine radiography or ct does not override clinician judgment or institutional trauma protocols - do not tell the user to defer primary trauma survey resuscitation or urgent imaging when clinically warranted - do not state that imaging is required unnecessary avoided or not indicated as a directive based on this chat alone - high negative predictive value in validation does not equal zero miss rate reference hoffman jr et al n engl j med 2000 343 2 94 99 nexus criteria nexus-cspine tools calculators prompt calculator nexus-cspine,active
