artifactId,normalizedText,tags,typeEncoding,roleEncoding,workspaceEncoding,packEncoding,dependencyCount,riskScore,readinessScore
route-serviceLines,route-servicelines servicelines route route products service-lines unknown unknown products authenticated-user unknown medium service-line architecture across departments asset packs and assets unknown route products active,route|products|active,type:route,role:authenticated-user,workspace:products,pack:unknown,0,0.5,0.74
route-simulation,route-simulation simulation route route tools simulation unknown unknown tools authenticated-user unknown medium caredroid route simulation simulation-suite plugin-pediatric-code-simulation route tools active medical-simulation,route|tools|active|/medical-simulation,type:route,role:authenticated-user,workspace:tools,pack:unknown,2,0.5,0.74
route-solutionBuilder,route-solutionbuilder solutionbuilder route route products solution-builder unknown unknown products authenticated-user unknown medium no-code hospital deployment recommendation and apply workflow unknown route products active,route|products|active,type:route,role:authenticated-user,workspace:products,pack:unknown,0,0.5,0.74
route-specialties,route-specialties specialties route route products specialties unknown unknown products authenticated-user unknown medium products route unknown route products active,route|products|active,type:route,role:authenticated-user,workspace:products,pack:unknown,0,0.5,0.74
route-successCenter,route-successcenter successcenter route route products success-center unknown unknown products authenticated-user unknown medium tenant-scoped success center for adoption workspace adoption asset usage ai usage simulation workflow onboarding and health score unknown route products active,route|products|active,type:route,role:authenticated-user,workspace:products,pack:unknown,0,0.5,0.74
route-tenantAdmin,route-tenantadmin tenantadmin route route account tenant-admin unknown unknown account authenticated-user unknown medium tenant-scoped organization administration center for no-code customer configuration unknown route account active,route|account|active,type:route,role:authenticated-user,workspace:account,pack:unknown,0,0.5,0.74
route-tools,route-tools tools route route primary tools unknown unknown primary authenticated-user unknown medium primary route unknown route primary active all-tools clinical-tools catalog,route|primary|active|/all-tools|/clinical-tools|/catalog,type:route,role:authenticated-user,workspace:primary,pack:unknown,0,0.5,0.74
route-usage,route-usage usage route route operations usage unknown unknown operations authenticated-user unknown medium organization usage metering by workspace asset role and period unknown route operations active,route|operations|active,type:route,role:authenticated-user,workspace:operations,pack:unknown,0,0.5,0.74
route-valueTracking,route-valuetracking valuetracking route route products value-tracking unknown unknown products authenticated-user unknown medium clinical operational and executive value tracking framework unknown route products active,route|products|active,type:route,role:authenticated-user,workspace:products,pack:unknown,0,0.5,0.74
route-workflows,route-workflows workflows route route secondary workflows unknown unknown secondary authenticated-user unknown medium workflow route kept distinct while automation merge decision remains pending unknown route secondary active,route|secondary|active,type:route,role:authenticated-user,workspace:secondary,pack:unknown,0,0.5,0.74
rox-index,rox-index rox index calculator calculator tools calculators rox-index icu-pack product-icu clinical calculator icu emergency physician hospitalist nurse icu clinician medical student hospital medium rox index from spo2 fio2 and respiratory rate for high-flow oxygen monitoring context does not determine escalation or intubation src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical icu icu-pack,calculator|Calculator|clinical|icu|icu-pack,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:icu,pack:icu-pack,7,0.5,0.62
scenario-player,scenario-player simulation scenario player simulation education simulation simulation sepsis-deterioration ai-workflow-pack core-platform emergency-medicine emergency-department-pack simulation-training-pack product-core-platform product-emergency-department product-simulation-training simulation education clinical training emergency assistant ai-workflow operations emergency physician nurse medical student icu clinician biomedical engineer fleet operator hospitalist hospital medium interactive demo scenario player with prebrief vitals labs timeline decisions ai tutor hints critical actions and debrief src pages simulationscenarioplayer jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js simulation education simulation education clinical training emergency assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack simulation-training-pack,simulation|Education & Simulation|education|clinical|training|emergency|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack|simulation-training-pack,type:simulation,role:emergency-physician|role:nurse|role:medical-student|role:icu-clinician|role:biomedical-engineer|role:fleet-operator|role:hospitalist,workspace:simulation|workspace:education|workspace:clinical|workspace:training|workspace:emergency|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack|pack:simulation-training-pack,8,0.5,0.52
screening-trend-engine,screening-trend-engine screening trend engine tool reference tools psychiatry screening-trend-engine core-platform product-core-platform clinical reference operations emergency physician hospitalist nurse icu clinician medical student hospital low trend engine concept for serial psychiatry screening scores and review queues src pages tools psychiatryassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference clinical reference operations core-platform,tool|Reference|clinical|reference|operations|core-platform,type:tool,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:reference|workspace:operations,pack:core-platform,8,0.2,0.58
seizure-assistant,seizure-assistant seizure assistant tool calculator tools neurology seizure-assistant ai-workflow-pack core-platform laboratory-intelligence product-core-platform product-laboratory pharmacy clinical calculator assistant ai-workflow operations laboratory pharmacist hospitalist emergency physician nurse hospital medium guided seizure review with event features recovery triggers medications as documented and urgent-care prompts src pages tools neurologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator pharmacy clinical calculator assistant ai-workflow operations laboratory ai-workflow-pack core-platform laboratory-intelligence,ai-assisted-tool|Calculator|pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory|ai-workflow-pack|core-platform|laboratory-intelligence,type:tool,role:pharmacist|role:hospitalist|role:emergency-physician|role:nurse,workspace:pharmacy|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations|workspace:laboratory,pack:ai-workflow-pack|pack:core-platform|pack:laboratory-intelligence,8,0.5,0.58
serum-osmolality,serum-osmolality serum osmolality calculator calculator tools calculators serum-osmolality core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium calculated serum osmolality from sodium glucose bun and optional ethanol does not diagnose hyperosmolar states or dka src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
shock-index,shock-index shock index calculator calculator tools calculators shock-index emergency-medicine emergency-department-pack cardiology-pack product-emergency-department product-cardiology cardiology clinical emergency calculator cardiologist emergency physician hospitalist icu clinician nurse hospital medium hemodynamic screening index from heart rate divided by systolic blood pressure src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator cardiology clinical emergency emergency-medicine emergency-department-pack cardiology-pack,calculator|Calculator|cardiology|clinical|emergency|emergency-medicine|emergency-department-pack|cardiology-pack,type:calculator,role:cardiologist|role:emergency-physician|role:hospitalist|role:icu-clinician|role:nurse,workspace:cardiology|workspace:clinical|workspace:emergency|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack|pack:cardiology-pack,7,0.5,0.62
simulation-outcomes,simulation-outcomes simulation outcomes simulation education simulation simulation outcomes ai-workflow-pack core-platform simulation-training-pack research-education product-core-platform product-simulation-training product-research simulation education clinical training research reference assistant ai-workflow operations emergency physician nurse medical student icu clinician biomedical engineer fleet operator researcher hospitalist hospital low demo outcomes dashboard for scenario completion trends learner progress competency coverage weak areas and recommended practice src pages simulationoutcomes jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js simulation education simulation education clinical training research reference assistant ai-workflow operations ai-workflow-pack core-platform simulation-training-pack research-education,simulation|Education & Simulation|education|clinical|training|research|reference|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|simulation-training-pack|research-education,type:simulation,role:emergency-physician|role:nurse|role:medical-student|role:icu-clinician|role:biomedical-engineer|role:fleet-operator|role:researcher|role:hospitalist,workspace:simulation|workspace:education|workspace:clinical|workspace:training|workspace:research|workspace:reference|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:simulation-training-pack|pack:research-education,8,0.2,0.52
simulation-suite,simulation-suite medical simulation suite simulation education simulation simulation ai-workflow-pack core-platform emergency-medicine emergency-department-pack simulation-training-pack product-core-platform product-emergency-department product-simulation-training simulation education clinical training emergency assistant ai-workflow operations emergency physician nurse medical student icu clinician biomedical engineer fleet operator hospitalist hospital medium demo medical simulation suite for virtual patient cases emergency scenarios decision branching scoring rubrics and ai tutor debriefs src pages medicalsimulationsuite jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js simulation education simulation education clinical training emergency assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack simulation-training-pack,simulation|Education & Simulation|education|clinical|training|emergency|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack|simulation-training-pack,type:simulation,role:emergency-physician|role:nurse|role:medical-student|role:icu-clinician|role:biomedical-engineer|role:fleet-operator|role:hospitalist,workspace:simulation|workspace:education|workspace:clinical|workspace:training|workspace:emergency|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack|pack:simulation-training-pack,8,0.5,0.52
sleep-apnea-analytics,sleep-apnea-analytics sleep apnea analytics tool reference tools pulmonology sleep-apnea-analytics research-education product-research research reference education researcher medical student hospitalist hospital high sleep apnea analytics support for stop-bang context symptoms adherence trends and review queues screening only src pages tools pulmonologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference research reference education research-education,tool|Reference|research|reference|education|research-education,type:tool,role:researcher|role:medical-student|role:hospitalist,workspace:research|workspace:reference|workspace:education,pack:research-education,8,0.8,0.58
soap-builder,soap-builder soap builder tool documentation tools soap-builder core-platform product-core-platform clinical operations emergency physician hospitalist cardiologist nurse icu clinician pediatric clinician pharmacist fleet operator biomedical engineer administrator researcher medical student hospital low draft soap note sections from structured context and user-provided facts api documentation soap draft src pages platform platformsystempage jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool documentation clinical operations core-platform,tool|Documentation|clinical|operations|core-platform,type:tool,role:emergency-physician|role:hospitalist|role:cardiologist|role:nurse|role:icu-clinician|role:pediatric-clinician|role:pharmacist|role:fleet-operator|role:biomedical-engineer|role:administrator|role:researcher|role:medical-student,workspace:clinical|workspace:operations,pack:core-platform,7,0.2,0.82
sofa-score,sofa-score sofa score calculator calculator tools calculators sofa emergency-medicine emergency-department-pack cardiology-pack product-emergency-department product-cardiology cardiology clinical emergency calculator cardiologist emergency physician hospitalist icu clinician nurse hospital medium sequential organ failure assessment icu sepsis organ dysfunction clinical decision support only does not diagnose sepsis or direct therapy api tools sofa-calculator execute src pages tools calculators jsx src services clinicalorchestratorapi js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js sofa-calculator spec ts tool-orchestrator spec ts clinicalcataloglaunch test js calculator calculator cardiology clinical emergency emergency-medicine emergency-department-pack cardiology-pack,calculator|Calculator|cardiology|clinical|emergency|emergency-medicine|emergency-department-pack|cardiology-pack,type:calculator,role:cardiologist|role:emergency-physician|role:hospitalist|role:icu-clinician|role:nurse,workspace:cardiology|workspace:clinical|workspace:emergency|workspace:calculator,pack:emergency-medicine|pack:emergency-department-pack|pack:cardiology-pack,11,0.5,0.98
source-provenance,source-provenance source provenance tool interoperability integrations source-provenance core-platform product-core-platform admin clinical operations administrator hospital high track source system resource id freshness normalization and audit references for imported data api source-provenance sourceid src pages platform platformgovernanceworkspace jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool interoperability admin clinical operations core-platform,tool|Interoperability|admin|clinical|operations|core-platform,type:tool,role:administrator,workspace:admin|workspace:clinical|workspace:operations,pack:core-platform,7,0.8,0.82
staffing-ratio-calculator,staffing-ratio-calculator staffing ratio calculator calculator calculator tools calculators staffing-ratio-calculator hospital-operations digital-twin-pack research-education product-hospital-operations product-digital-twin product-research operations research reference calculator maps education administrator icu clinician nurse biomedical engineer researcher medical student hospitalist hospital medium operations calculator for patients per staff member and target staffing coverage gap does not schedule staff or override acuity credentials labor rules or supervisor review src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator operations research reference maps education hospital-operations digital-twin-pack research-education,calculator|Calculator|operations|research|reference|maps|education|hospital-operations|digital-twin-pack|research-education,type:calculator,role:administrator|role:icu-clinician|role:nurse|role:biomedical-engineer|role:researcher|role:medical-student|role:hospitalist,workspace:operations|workspace:research|workspace:reference|workspace:calculator|workspace:maps|workspace:education,pack:hospital-operations|pack:digital-twin-pack|pack:research-education,7,0.5,0.62
stemi-pathway-assistant,stemi-pathway-assistant stemi pathway assistant tool calculator tools cardiology stemi-pathway-assistant ai-workflow-pack core-platform cardiology-pack product-core-platform product-cardiology cardiology clinical calculator assistant ai-workflow operations cardiologist emergency physician hospitalist hospital high stemi pathway checklist support for ecg timing activation contraindication review and handoff preparation src pages tools cardiologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator cardiology clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform cardiology-pack,ai-assisted-tool|Calculator|cardiology|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|cardiology-pack,type:tool,role:cardiologist|role:emergency-physician|role:hospitalist,workspace:cardiology|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:cardiology-pack,8,0.8,0.58
stop-bang,stop-bang stop-bang calculator calculator tools calculators stop-bang core-platform product-core-platform clinical calculator operations emergency physician hospitalist nurse icu clinician medical student hospital medium stop-bang stop bang questionnaire for obstructive sleep apnea screening snoring tiredness observed apnea hypertension bmi age neck size male sex 0 8 src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator clinical operations core-platform,calculator|Calculator|clinical|operations|core-platform,type:calculator,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:operations,pack:core-platform,7,0.5,0.62
stroke-command-center,stroke-command-center stroke command center tool reference tools neurology stroke-command-center emergency-medicine emergency-department-pack product-emergency-department emergency clinical reference emergency physician icu clinician nurse hospitalist hospital low stroke command-center view for activation queues last-known-well imaging milestones handoff status and unresolved review items src pages tools neurologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool reference emergency clinical reference emergency-medicine emergency-department-pack,tool|Reference|emergency|clinical|reference|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:reference,pack:emergency-medicine|pack:emergency-department-pack,8,0.2,0.58
stroke-workflow-assistant,stroke-workflow-assistant stroke workflow assistant tool calculator tools neurology stroke-workflow-assistant ai-workflow-pack core-platform emergency-medicine emergency-department-pack product-core-platform product-emergency-department emergency clinical calculator assistant ai-workflow operations emergency physician icu clinician nurse hospitalist hospital medium stroke workflow review for last-known-well deficits nihss context imaging status contraindication prompts and handoff src pages tools neurologyassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform emergency-medicine emergency-department-pack,ai-assisted-tool|Calculator|emergency|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist,workspace:emergency|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack,8,0.5,0.58
substance-use-screening-assistant,substance-use-screening-assistant substance use screening assistant tool calculator tools psychiatry substance-use-screening-assistant ai-workflow-pack core-platform laboratory-intelligence product-core-platform product-laboratory admin pharmacy clinical calculator assistant ai-workflow operations laboratory administrator pharmacist hospitalist emergency physician nurse hospital high guided substance-use screening workflow for audit-c cage intoxication withdrawal context and local referral prompts src pages tools psychiatryassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator admin pharmacy clinical calculator assistant ai-workflow operations laboratory ai-workflow-pack core-platform laboratory-intelligence,ai-assisted-tool|Calculator|admin|pharmacy|clinical|calculator|assistant|ai-workflow|operations|laboratory|ai-workflow-pack|core-platform|laboratory-intelligence,type:tool,role:administrator|role:pharmacist|role:hospitalist|role:emergency-physician|role:nurse,workspace:admin|workspace:pharmacy|workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations|workspace:laboratory,pack:ai-workflow-pack|pack:core-platform|pack:laboratory-intelligence,8,0.8,0.58
suicide-risk-workflow-assistant,suicide-risk-workflow-assistant suicide risk workflow assistant tool calculator tools psychiatry suicide-risk-workflow-assistant ai-workflow-pack core-platform product-core-platform clinical calculator assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student hospital medium guided suicide-risk workflow support for phq-9 item 9 columbia workflow flags direct review and crisis handoff src pages tools psychiatryassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator clinical calculator assistant ai-workflow operations ai-workflow-pack core-platform,ai-assisted-tool|Calculator|clinical|calculator|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,type:tool,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform,8,0.5,0.58
synthetic-patient-lab,synthetic-patient-lab synthetic patient lab tool other governance validation synthetic-patients laboratory-intelligence governance-compliance-pack product-laboratory product-governance admin laboratory governance audit administrator hospital high maintain synthetic patient fixtures for clinical security interoperability privacy and equity tests api governance validation synthetic-patients src pages platform platformgovernanceworkspace jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool other admin laboratory governance audit laboratory-intelligence governance-compliance-pack,tool|Other|admin|laboratory|governance|audit|laboratory-intelligence|governance-compliance-pack,type:tool,role:administrator,workspace:admin|workspace:laboratory|workspace:governance|workspace:audit,pack:laboratory-intelligence|pack:governance-compliance-pack,7,0.8,0.82
telemetry-monitoring,telemetry-monitoring telemetry monitoring center dashboard hospital operations hospital-map medical-iot-pack hospital-operations digital-twin-pack product-medical-iot product-hospital-operations product-digital-twin operations medical-iot maps biomedical engineer icu clinician nurse administrator hospital high timestamped telemetry monitoring for device connectivity freshness stale data offline devices and abnormal readings src pages hospitalmapdashboard jsx src services hospitalmapservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js map hospital operations operations medical-iot maps medical-iot-pack hospital-operations digital-twin-pack,map|Hospital Operations|operations|medical-iot|maps|medical-iot-pack|hospital-operations|digital-twin-pack,type:dashboard,role:biomedical-engineer|role:icu-clinician|role:nurse|role:administrator,workspace:operations|workspace:medical-iot|workspace:maps,pack:medical-iot-pack|pack:hospital-operations|pack:digital-twin-pack,8,0.8,0.8
thyroid-disorder-assistant,thyroid-disorder-assistant thyroid disorder assistant tool calculator tools endocrine thyroid-disorder-assistant ai-workflow-pack core-platform emergency-medicine emergency-department-pack laboratory-intelligence product-core-platform product-emergency-department product-laboratory emergency clinical pediatrics pharmacy calculator assistant ai-workflow operations laboratory emergency physician icu clinician nurse hospitalist pediatric clinician medical student pharmacist hospital medium guided thyroid disorder review for tsh free t4 context symptoms medication pregnancy caveats red flags and follow-up prompts src pages tools endocrinemetabolicassistantpage jsx src services clinicalchatservice js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js ai-assisted-tool calculator emergency clinical pediatrics pharmacy calculator assistant ai-workflow operations laboratory ai-workflow-pack core-platform emergency-medicine emergency-department-pack laboratory-intelligence,ai-assisted-tool|Calculator|emergency|clinical|pediatrics|pharmacy|calculator|assistant|ai-workflow|operations|laboratory|ai-workflow-pack|core-platform|emergency-medicine|emergency-department-pack|laboratory-intelligence,type:tool,role:emergency-physician|role:icu-clinician|role:nurse|role:hospitalist|role:pediatric-clinician|role:medical-student|role:pharmacist,workspace:emergency|workspace:clinical|workspace:pediatrics|workspace:pharmacy|workspace:calculator|workspace:assistant|workspace:ai-workflow|workspace:operations|workspace:laboratory,pack:ai-workflow-pack|pack:core-platform|pack:emergency-medicine|pack:emergency-department-pack|pack:laboratory-intelligence,8,0.5,0.58
timeline-ai,timeline-ai patient timeline ai tool diagnostic tools timeline-ai ai-workflow-pack core-platform product-core-platform clinical diagnostic assistant ai-workflow operations emergency physician hospitalist nurse icu clinician medical student hospital high tier c clinical intelligence workflow that summarizes encounters identifies trends and highlights abnormal progression api clinical-intelligence timeline-ai generate src pages tools timelineai jsx src services clinicalintelligenceapi js toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js tool diagnostic clinical diagnostic assistant ai-workflow operations ai-workflow-pack core-platform,tool|Diagnostic|clinical|diagnostic|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,type:tool,role:emergency-physician|role:hospitalist|role:nurse|role:icu-clinician|role:medical-student,workspace:clinical|workspace:diagnostic|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform,9,0.8,0.82
timeline-live,timeline-live timeline live tool patient workspace patients patientid timeline ai-workflow-pack core-platform product-core-platform clinical assistant ai-workflow operations emergency physician hospitalist cardiologist nurse icu clinician pediatric clinician pharmacist fleet operator biomedical engineer administrator researcher medical student hospital medium display imported facts user notes ai drafts tool outputs and documentation events in one timeline api patients patientid timeline src pages platform platformsystempage jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool patient workspace clinical assistant ai-workflow operations ai-workflow-pack core-platform,tool|Patient Workspace|clinical|assistant|ai-workflow|operations|ai-workflow-pack|core-platform,type:tool,role:emergency-physician|role:hospitalist|role:cardiologist|role:nurse|role:icu-clinician|role:pediatric-clinician|role:pharmacist|role:fleet-operator|role:biomedical-engineer|role:administrator|role:researcher|role:medical-student,workspace:clinical|workspace:assistant|workspace:ai-workflow|workspace:operations,pack:ai-workflow-pack|pack:core-platform,7,0.5,0.82
timi-ua-nstemi,timi-ua-nstemi timi ua nstemi calculator calculator tools calculators timi-ua-nstemi cardiology-pack product-cardiology cardiology clinical calculator cardiologist emergency physician hospitalist hospital medium timi for unstable angina nstemi age cad risk factors known cad aspirin severe angina st deviation elevated cardiac markers 0 7 src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator cardiology clinical cardiology-pack,calculator|Calculator|cardiology|clinical|cardiology-pack,type:calculator,role:cardiologist|role:emergency-physician|role:hospitalist,workspace:cardiology|workspace:clinical|workspace:calculator,pack:cardiology-pack,7,0.5,0.62
turnaround-time-calculator,turnaround-time-calculator turnaround time calculator calculator calculator tools calculators turnaround-time-calculator medical-iot-pack fleet-logistics hospital-operations digital-twin-pack product-medical-iot product-fleet-ems product-hospital-operations product-digital-twin fleet operations calculator medical-iot maps fleet operator administrator biomedical engineer icu clinician nurse hospital medium operations calculator for request-to-assign travel service cleanup and target turnaround variance does not auto-dispatch or reprioritize work src pages tools calculators jsx toolinventory test js clinicaltoolidcontract test js clinicaltoolaliassync test js medicaltoolscatalogindex test js medicalexpansioncrosspackvalidation test js clinicalcataloglaunch test js calculator calculator fleet operations medical-iot maps medical-iot-pack fleet-logistics hospital-operations digital-twin-pack,calculator|Calculator|fleet|operations|medical-iot|maps|medical-iot-pack|fleet-logistics|hospital-operations|digital-twin-pack,type:calculator,role:fleet-operator|role:administrator|role:biomedical-engineer|role:icu-clinician|role:nurse,workspace:fleet|workspace:operations|workspace:calculator|workspace:medical-iot|workspace:maps,pack:medical-iot-pack|pack:fleet-logistics|pack:hospital-operations|pack:digital-twin-pack,7,0.5,0.62
validation-sandbox,validation-sandbox validation sandbox tool other governance validation ai-workflow-pack core-platform simulation-training-pack governance-compliance-pack product-core-platform product-simulation-training product-governance admin simulation education clinical training assistant ai-workflow operations governance audit administrator emergency physician nurse medical student icu clinician biomedical engineer fleet operator hospital high run synthetic validation scenarios before model prompt tool route or integration release api governance validation scenarios src pages platform platformgovernanceworkspace jsx src services platformsystemsapi js platformsystemsexpansionplan test js routepagessmoke test jsx app permissions test jsx platformresponsive test jsx tool other admin simulation education clinical training assistant ai-workflow operations governance audit ai-workflow-pack core-platform simulation-training-pack governance-compliance-pack,tool|Other|admin|simulation|education|clinical|training|assistant|ai-workflow|operations|governance|audit|ai-workflow-pack|core-platform|simulation-training-pack|governance-compliance-pack,type:tool,role:administrator|role:emergency-physician|role:nurse|role:medical-student|role:icu-clinician|role:biomedical-engineer|role:fleet-operator,workspace:admin|workspace:simulation|workspace:education|workspace:clinical|workspace:training|workspace:assistant|workspace:ai-workflow|workspace:operations|workspace:governance|workspace:audit,pack:ai-workflow-pack|pack:core-platform|pack:simulation-training-pack|pack:governance-compliance-pack,7,0.8,0.82
